"","year","CutiSTIpjuv","CutiTUMIpjuv","BeutiTUMIpjuv","BeutiSTIpjuv","CHLpjuv","PPpjuv"
"1",1988,-0.758684738392852,-0.424311465539578,-0.631772256783732,-1.57987786427312,NA,NA
"2",1989,0.301265665349344,-0.898933571389583,-0.66614201187336,0.454945986630633,NA,NA
"3",1990,-0.990548889211457,-0.366274987978569,0.404210040317743,-0.979237089006352,NA,NA
"4",1991,0.455841765895081,0.20518705426684,-0.106047567605395,0.626557636706854,NA,NA
"5",1992,-0.173503786326848,0.210456018911243,-1.13367696912034,-0.734077588897465,NA,NA
"6",1993,1.80286207065079,-0.952817170413132,-1.14760504714424,1.54590576211518,NA,NA
"7",1994,0.345430265505269,-0.700270244353821,-1.16757850371469,0.369140161592523,NA,NA
"8",1995,0.0583603644917578,-1.11213197330646,-1.03368719820603,0.185270536510858,NA,NA
"9",1996,1.31705146893562,-0.267047146424125,-1.10293246554473,1.28848828700085,NA,NA
"10",1997,0.566253266284893,-2.49236711072228,-1.45439813031193,0.295592311559857,NA,NA
"11",1998,-0.394326787106472,-0.118841293618507,-0.977882032256914,-0.317306438712359,-1.96633261194421,-2.08376023385954
"12",1999,0.124607264725645,0.468245954124097,0.42436920459518,0.258818386543524,-1.41518399632868,-1.02589420798273
"13",2000,-0.891178538860626,-0.248203460060398,-0.562756160657903,-0.868915313957353,-0.752807410964017,-0.678107852085354
"14",2001,-1.45427719084867,1.23751479220692,1.0553704074952,-1.49407203923501,-0.813529780083569,-0.616921840337265
"15",2002,-1.15616613979618,1.7818793019954,1.61441580078008,-0.783109488919243,2.32014829923524,2.4363253680305
"16",2003,0.665623616635724,0.642666852697434,-0.676120837702969,0.859459161810296,0.665325110388095,1.028412292537
"17",2004,-0.791808188509796,1.03597040568579,-0.646362165465511,-0.623755813848466,0.175986668404567,0.637829227605556
"18",2005,1.51579216963728,0.69782227077308,-0.747369377540431,0.356882186587079,-0.121433362119461,-0.1583246765408
"19",2006,0.25710106519342,3.28125014245461,0.499173849460022,0.61429966170141,1.26029658162294,1.02603994757879
"20",2007,0.53312981616795,-0.657651328363134,-0.102704828879658,0.712363461744964,0.842964495897831,1.58909815369715
"21",2008,-1.38803029061478,0.637839131397635,2.23152448670647,-1.42052418920235,0.838052987866898,0.813785998341914
"22",2009,-1.76342939194014,-0.234654693831934,1.10278118996579,-1.83729533938745,1.8394918649875,1.24686318978565
"23",2010,0.301265665349344,-0.966132337223864,0.144744763836675,0.454945986630633,-0.241011813258987,-0.408650996972925
"24",2011,0.135648414764626,-1.11189837388872,0.386105514500571,0.271076361548968,-0.299698369717812,-0.191067986360101
"25",2012,1.04102271796109,-0.490056723885748,0.354197374335452,1.2762303119954,-1.00109861346396,-1.21590961205934
"26",2013,-1.5536475411995,0.109359382014941,0.225023834829778,-1.60439381428401,0.0471266882180608,-0.623643853759613
"27",2014,0.820199717181461,-0.0412343759497162,-0.530573410160114,0.61429966170141,0.577291907964995,0.766377271033025
"28",2015,0.544170966206931,0.507750211211689,0.631796810842254,0.0872067364673037,0.499575675902596,0.183554680680715
"29",2016,-0.0630922859370358,0.320195834263634,0.261934229400078,0.0504328114509707,0.654188300858485,0.796323940364704
"30",2017,1.07414616807803,0.183955462744074,0.412321911007978,1.31300423701174,-0.808426098642226,-0.713716781303707
"31",2018,-0.0299688358200921,0.0543596968844507,0.411403250542571,0.173012561505414,-0.848584922586477,-0.874816150518356
"32",2019,-0.151421486248885,0.325412887926319,0.784695497722265,-0.0476309885925835,-0.563222900241192,-0.810115168805121
"33",2020,-1.56468869123848,-0.15564617965675,0.860367437091007,-1.61665178928946,-0.881938074476749,-0.341292864368139
"34",2021,-0.869096238782664,0.813350160587056,2.48779321989071,-0.0353730135871393,0.59717148208047,0.217247041957604
"35",2022,2.13409657182023,-1.27474312353889,-1.60461986035188,2.1342885623765,-1.12968075257993,-0.866294905476476
